AFRO 281  Constructing Race in America  credit: 3 Hours. 
AFRO 287  African-American Women  credit: 3 Hours. 
AFRO 290  Af Am Urban Hist Since 1917  credit: 3 Hours. 
AFRO 298  Spec Topics African-Am Studies  credit: 3 Hours. 
AFRO 310  Race and Cultural Diversity  credit: 4 Hours. 
AFRO 312  Psychology of Race & Ethnicity  credit: 3 Hours. 
AFRO 315  African American Politics  credit: 3 Hours. 
AFRO 340  Dancing Black Popular Culture  credit: 3 Hours. 
AFRO 341  Gov & Pol in Africa  credit: 3 Hours. 
AFRO 342  Black Men and Masculinities  credit: 3 Hours. 
AFRO 343  Criminalization and Punishment  credit: 3 Hours. 
AFRO 372  Class Politics & Blk Community  credit: 3 Hours. 
AFRO 373  AfAm Cultr Politic Mid20C  credit: 3 Hours. 
AFRO 378  Race and Revolutions  credit: 3 Hours. 
AFRO 380  Black Women Hist & Cultures  credit: 3 Hours. 
AFRO 381  Black Women and Film  credit: 3 Hours. 
AFRO 382  African Amer Families in Film  credit: 3 Hours. 
AFRO 383  Hist of Blk Women's Activism  credit: 3 Hours. 
AFRO 398  Spec Topics Afro-Am Studies  credit: 3 Hours. 
AFRO 400  African Diasporic Thought in the Caribbean  credit: 3 or 4 Hours. 
AFRO 407  Slavery & Race in Latin Am  credit: 2 to 4 Hours. 
AFRO 410  Hate Crimes  credit: 3 Hours. 
AFRO 411  African American Psychology  credit: 3 or 4 Hours. 
AFRO 415  Africana Feminisms  credit: 3 or 4 Hours. 
AFRO 421  Racial and Ethnic Families  credit: 2 to 4 Hours. 
AFRO 435  Commodifying Difference  credit: 3 or 4 Hours. 
AFRO 460  Slavery in the United States  credit: 3 or 4 Hours. 
"AFRO 465  Race, Sex, and Deviance  credit: 3 or 4 Hours. "
"AFRO 466  Race, Science, and Medicine  credit: 3 or 4 Hours. "
"AFRO 474  The Black Freedom Movement, 1955-Present  credit: 3 or 4 Hours. "
AFRO 481  Urban Communities & Public Pol  credit: 3 or 4 Hours. 
AFRO 482  Immersion Journalism  credit: 4 Hours. 
AFRO 490  Theory in African American St  credit: 3 or 4 Hours. 
AFRO 495  Senior Thesis Seminar  credit: 3 Hours. 
AFRO 498  Spec Topics African Am Studies  credit: 3 or 4 Hours. 
AFRO 500  Core Probs African-Am Studies  credit: 4 Hours. 
AFRO 501  Problems African American Hist  credit: 4 Hours. 
"AFRO 502  Researching Black Families, Communities, and Neighborhoods  credit: 4 Hours. "
AFRO 504  Black Women's Studies  credit: 4 Hours. 
AFRO 531  Race and Cultural Critique  credit: 4 Hours. 
AFRO 552  Ethnography Urban Communities  credit: 4 Hours. 
AFRO 560  African Diaspora Seminar  credit: 4 Hours. 
AFRO 595  Directed Independent Readings  credit: 1 to 4 Hours. 
AFRO 597  Problems in African-Am Studies  credit: 4 Hours. 
AFRO 598  Res Sem in African-Am Studies  credit: 4 Hours. 
AFRO 599  Thesis Research  credit: 0 to 16 Hours. 
AFST 103  Black Women in the Diaspora  credit: 3 Hours. 
AFST 111  History of Africa to 1800  credit: 3 Hours. 
AFST 112  History of Africa from 1800  credit: 3 Hours. 
AFST 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
AFST 209  Constr Afr and Carib Identity  credit: 3 Hours. 
AFST 210  Introduction to Modern African Literature  credit: 3 Hours. 
AFST 213  African Muslim Societies  credit: 3 Hours. 
AFST 222  Introduction to Modern Africa  credit: 3 Hours. 
AFST 231  Elementary Swahili I  credit: 5 Hours. 
AFST 232  Elementary Swahili II  credit: 5 Hours. 
AFST 233  Context in International Interventions  credit: 3 Hours. 
AFST 241  Elementary Wolof I  credit: 5 Hours. 
AFST 242  Elementary Wolof II  credit: 5 Hours. 
AFST 243  Pan Africanism  credit: 3 Hours. 
AFST 251  Elementary Zulu I  credit: 5 Hours. 
AFST 252  Elementary Zulu II  credit: 5 Hours. 
AFST 254  Economic Systems in Africa  credit: 3 Hours. 
AFST 312  Central African Art  credit: 3 Hours. 
AFST 313  Modern and Contemp African Art  credit: 3 Hours. 
AFST 325  Social Media and Global Change  credit: 3 Hours. 
AFST 338  Egypt Since World War I  credit: 3 Hours. 
AFST 405  Topics Swahili Lang & Lit I  credit: 3 Hours. 
AFST 406  Topics Swahili Lang & Lit II  credit: 3 Hours. 
AFST 407  Adv Topics Swahili Lang&Lit I  credit: 3 or 4 Hours. 
AFST 408  Adv Topics Swahili Lang&Lit II  credit: 3 or 4 Hours. 
AFST 410  Modern African Fiction  credit: 3 or 4 Hours. 
AFST 412  Lang in African Culture & Soc  credit: 3 or 4 Hours. 
AFST 418  Topics Lingala Lang & Lit II  credit: 3 Hours. 
AFST 420  Africana Feminisms  credit: 3 or 4 Hours. 
AFST 421  Sacred African Diaspora Arts  credit: 3 or 4 Hours. 
AFST 433  Intermediate Swahili I  credit: 4 Hours. 
AFST 434  Intermediate Swahili II  credit: 4 Hours. 
AFST 435  Advanced Swahili I  credit: 3 Hours. 
AFST 436  Advanced Swahili II  credit: 3 Hours. 
AFST 443  Intermediate Wolof I  credit: 4 Hours. 
AFST 444  Intermediate Wolof II  credit: 4 Hours. 
AFST 445  Advanced Wolof I  credit: 3 Hours. 
AFST 446  Advanced Wolof II  credit: 3 Hours. 
AFST 447  Topics Wolof Lang & Lit I  credit: 3 Hours. 
AFST 451  Intermediate Zulu I  credit: 4 Hours. 
AFST 452  Intermediate Zulu II  credit: 4 Hours. 
AFST 453  Advanced Zulu I  credit: 3 Hours. 
AFST 454  Advanced Zulu II  credit: 3 Hours. 
AFST 469  Structure of Semitic Languages  credit: 3 or 4 Hours. 
AFST 490  Independent Study  credit: 1 to 4 Hours. 
AFST 495  Special Topics  credit: 3 or 4 Hours. 
AFST 509  Seminar in African Art  credit: 4 Hours. 
AFST 510  Problems in African History  credit: 4 Hours. 
AFST 511  Research Seminar: Africa  credit: 4 Hours. 
AFST 515  Practicum in African Studies  credit: 2 Hours. 
AFST 522  Development of African Studies  credit: 4 Hours. 
AFST 550  Special Topics  credit: 2 or 4 Hours. 
AFST 555  Multicultural Education and Global Perspectives  credit: 4 Hours. 
AFST 560  African Diaspora Seminar  credit: 4 Hours. 
AFST 599  Thesis Research  credit: 0 to 8 Hours. 
AGCM 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
AGCM 220  Communicating Agriculture  credit: 3 Hours. 
AGCM 230  Agricultural and Environmental Photography  credit: 3 Hours. 
AGCM 250  Visual Principles for Ag Comm  credit: 2 Hours. 
AGCM 270  Ag Sales and Persuasive Communication  credit: 3 Hours. 
AGCM 310  Investigating Agricultural Communications  credit: 3 Hours. 
AGCM 315  Social Media Management in Agricultural Communications  credit: 3 Hours. 
AGCM 330  Environmental Communications  credit: 3 Hours. 
AGCM 375  International Agricultural Communications  credit: 3 Hours. 
AGCM 380  Publication Development and Production  credit: 3 Hours. 
AGCM 398  Undergraduate Seminar  credit: 1 to 3 Hours. 
AGCM 420  Public Information Campaigns  credit: 3 Hours. 
AGCM 495  Communicating Science  credit: 3 Hours. 
AGCM 499  Seminar  credit: 1 to 4 Hours. 
AGED 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
AGED 220  Prog Del in Ag & Leadership Ed  credit: 3 Hours. 
AGED 250  Observation and Program Analys  credit: 4 Hours. 
AGED 293  Ag Leadership Internship  credit: 1 to 6 Hours. 
AGED 295  Independent Study or Research  credit: 1 to 4 Hours. 
AGED 350  Early Field Experience  credit: 3 Hours. 
AGED 396  Honors Research or Thesis  credit: 1 to 4 Hours. 
AGED 410  Grad Early Field Experience  credit: 2 Hours. 
AGED 420  Curr Design & Instruction  credit: 3 Hours. 
AGED 421  Teaching Strategies in AGED  credit: 3 Hours. 
AGED 430  Youth Development Programs  credit: 3 or 4 Hours. 
AGED 450  Program Delivery and Eval  credit: 4 Hours. 
AGED 496  Beginning Agriculture Teachers Seminar  credit: 2 Hours. 
AGED 498  Second Year Agriculture Teacher Seminar  credit: 1 Hour. 
AGED 499  Seminar  credit: 1 to 4 Hours. 
AGED 500  Special Topics in Ag Education  credit: 1 to 4 Hours. 
AGED 501  Inquiry-Based Curriculum in Agricultural STEM and Biotechnology Education  credit: 3 Hours. 
AGED 510  Education Program Management  credit: 4 Hours. 
AGED 511  Grad Professional Dev in Ag Ed  credit: 1 Hour. 
AGED 550  Advanced Program Delivery  credit: 2 Hours. 
AGED 551  Advanced Program Evaluation  credit: 2 Hours. 
AHS 125  Freshmen Scholars Seminar  credit: 1 Hour. 
AHS 199  Undergraduate Open Seminar  credit: 1 to 6 Hours. 
AHS 292  AHS Study Abroad  credit: 0 to 18 Hours. 
AHS 399  Advanced Open Seminar  credit: 1 to 6 Hours. 
AHS 494  Special Topics  credit: 1 to 4 Hours. 
AIS 101  Intro to Amer Indian Studies  credit: 3 Hours. 
AIS 102  Contemp Issues in Ind Country  credit: 3 Hours. 
AIS 140  Native Religious Traditions  credit: 3 Hours. 
AIS 165  Lang & Culture Native North Am  credit: 3 Hours. 
AIS 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
AIS 214  American Indian Law & Politics  credit: 3 Hours. 
AIS 265  Intro to American Indian Lit  credit: 3 Hours. 
AIS 275  Am Indian and Indigenous Film  credit: 3 Hours. 
AIS 277  Encounters in Native America  credit: 3 Hours. 
AIS 278  Native American History  credit: 3 Hours. 
AIS 280  Intro to Federal Indian Policy  credit: 3 Hours. 
AIS 285  Indigenous Thinkers  credit: 3 Hours. 
AIS 288  American Indians of Illinois  credit: 3 Hours. 
AIS 291  Independent Study  credit: 1 to 6 Hours. 
AIS 295  US Citizenship Comparatively  credit: 3 Hours. 
AIS 343  Criminalization and Punishment  credit: 3 Hours. 
AIS 357  Literatures of the Displaced  credit: 3 Hours. 
AIS 430  Indigenous Governance  credit: 3 or 4 Hours. 
AIS 451  Politics in Children's Lit  credit: 3 or 4 Hours. 
AIS 459  Topics in American Indian Lit  credit: 3 or 4 Hours. 
AIS 461  Politics of Popular Culture  credit: 3 or 4 Hours. 
AIS 481  History of American Indian Education  credit: 3 or 4 Hours. 
AIS 490  Adv Topics in Am Ind Studies  credit: 3 or 4 Hours. 
AIS 491  Readings in Am Ind Studies  credit: 1 to 8 Hours. 
AIS 501  Indigenous Critical Theory  credit: 4 Hours. 
AIS 502  Indigenous Decolonial Methods  credit: 4 Hours. 
AIS 503  Seminar in Indigenous Studies  credit: 4 Hours. 
AIS 590  Am Indian Studies Grad Seminar  credit: 4 Hours. 
AIS 591  Problems in Indigenous Studies  credit: 1 to 8 Hours. 
"ALEC 110  Introduction to Agricultural Leadership, Education and Communications  credit: 3 Hours. "
"ALEC 115  Let’s Talk about Food, Agriculture, and the Environment  credit: 3 Hours. "
ALEC 293  Communications Internship  credit: 1 to 3 Hours. 
ALEC 294  Research Internship  credit: 1 to 4 Hours. 
ALEC 295  Independent Study or Research  credit: 1 to 3 Hours. 
"ALEC 393  Internship in Agricultural Leadership, Education and Communications  credit: 3 or 6 Hours. "
ALEC 396  Honors Research or Thesis  credit: 1 to 4 Hours. 
ALEC 398  Undergraduate Seminar  credit: 1 to 3 Hours. 
ALEC 451  Professional Development in ALEC  credit: 2 Hours. 
ALEC 490  Foundations of Adult Training and Development  credit: 1 Hour. 
ALEC 491  Getting 110% Effort – Principles of Adult Motivation  credit: 1 Hour. 
ALEC 492  Digitizing Development – Teaching and Training Online  credit: 1 Hour. 
ALEC 494  Independent Research or Teaching  credit: 0 to 4 Hours. 
ALEC 499  Seminar  credit: 1 to 4 Hours. 
"ALEC 500  Foundations of Agricultural Leadership, Education and Communications  credit: 3 Hours. "
ALEC 505  Science and Art of Teaching and Learning  credit: 3 Hours. 
"ALEC 510  Program Planning, Implementation and Evaluation  credit: 3 Hours. "
ALEC 540  Volunteer Management  credit: 3 Hours. 
ALEC 545  Research Methods and Design  credit: 3 Hours. 
ALEC 549  Independent Study  credit: 1 to 4 Hours. 
ALEC 595  Capstone Curriculum Project  credit: 3 Hours. 
ALEC 599  Thesis Research  credit: 0 to 8 Hours. 
ANSC 100  Intro to Animal Sciences  credit: 4 Hours. 
ANSC 101  Contemporary Animal Issues  credit: 3 Hours. 
ANSC 103  Working With Farm Animals  credit: 2 Hours. 
ANSC 110  Life With Animals and Biotech  credit: 3 Hours. 
ANSC 120  The Art and Ethics of Animal Documentaries  credit: 3 Hours. 
ANSC 199  Undergraduate Open Seminar  credit: 0 to 5 Hours. 
ANSC 201  Principles of Dairy Production  credit: 3 Hours. 
ANSC 204  Intro Dairy Cattle Evaluation  credit: 2 Hours. 
ANSC 205  World Animal Resources  credit: 3 Hours. 
ANSC 206  Horse Management  credit: 3 Hours. 
ANSC 207  The Science of Pets and How to Care for Them  credit: 3 Hours. 
ANSC 210  Grilling and BBQ Science  credit: 2 Hours. 
ANSC 211  Breeding Animal Evaluation  credit: 3 Hours. 
ANSC 215  Introduction to Animal Evaluation  credit: 1 or 2 Hours. 
"ANSC 221  Cells, Metabolism and Genetics  credit: 3 Hours. "
ANSC 222  Anatomy and Physiology  credit: 3 Hours. 
ANSC 223  Animal Nutrition  credit: 3 Hours. 
ANSC 224  Animal Reproduction and Growth  credit: 4 Hours. 
ANSC 250  Companion Animals in Society  credit: 3 Hours. 
ANSC 251  Epidemics and Infectious Diseases  credit: 3 Hours. 
ANSC 255  Animal Ethics  credit: 3 Hours. 
ANSC 256  Horse's Role in Human History  credit: 3 Hours. 
ANSC 298  Animal Science Careers and Professional Development  credit: 1 Hour. 
"ANSC 301  Food Animal Production, Management, and Evaluation  credit: 3 Hours. "
ANSC 305  Human Animal Interactions  credit: 3 Hours. 
ANSC 306  Equine Science  credit: 3 Hours. 
ANSC 307  Companion Animal Management  credit: 3 Hours. 
ANSC 309  Meat Production and Marketing  credit: 2 Hours. 
ANSC 310  Meat Selection and Grading  credit: 3 Hours. 
ANSC 312  Advanced Livestock Evaluation  credit: 3 Hours. 
ANSC 313  Horse Appraisal  credit: 2 Hours. 
ANSC 314  Adv Dairy Cattle Evaluation  credit: 2 Hours. 
ANSC 322  Livestock Feeds and Feeding  credit: 3 Hours. 
ANSC 350  Cellular Metabolism in Animals  credit: 3 Hours. 
ANSC 363  Behavior of Domestic Animals  credit: 4 Hours. 
ANSC 366  Animal Behavior  credit: 3 Hours. 
ANSC 370  Companion Animal Policy  credit: 2 Hours. 
ANSC 398  UG Experiential Learning  credit: 1 to 5 Hours. 
ANSC 400  Dairy Herd Management  credit: 3 Hours. 
ANSC 401  Beef Production  credit: 3 Hours. 
ANSC 402  Sheep and Goat Production  credit: 3 Hours. 
ANSC 403  Pork Production  credit: 3 Hours. 
ANSC 404  Poultry Science  credit: 3 Hours. 
ANSC 406  Zoo Animal Conservation Sci  credit: 3 Hours. 
ANSC 407  Animal Shelter Management  credit: 3 Hours. 
ANSC 409  Meat Science  credit: 3 Hours. 
ANSC 420  Ruminant Nutrition  credit: 3 Hours. 
ANSC 421  Minerals and Vitamins  credit: 3 Hours. 
ANSC 422  Companion Animal Nutrition  credit: 3 Hours. 
ANSC 424  Pet Food & Feed Manufacturing  credit: 3 Hours. 
ANSC 431  Advanced Reproductive Biology  credit: 3 Hours. 
ANSC 435  Milk Quality and Udder Health  credit: 2 Hours. 
ANSC 438  Lactation Biology  credit: 4 Hours. 
ANSC 440  Applied Statistical Methods I  credit: 4 Hours. 
ANSC 441  Human Genetics  credit: 3 or 4 Hours. 
ANSC 442  Introduction to Data Analytics  credit: 2 Hours. 
ANSC 444  Applied Animal Genetics  credit: 3 Hours. 
ANSC 445  Statistical Methods  credit: 4 Hours. 
ANSC 446  Population Genetics  credit: 3 or 4 Hours. 
ANSC 449  Biological Modeling  credit: 3 or 4 Hours. 
ANSC 450  Comparative Immunobiology  credit: 4 Hours. 
ANSC 451  Microbes and the Anim Indust  credit: 3 Hours. 
ANSC 452  Animal Growth and Development  credit: 3 or 4 Hours. 
ANSC 454  Neuroimmunology  credit: 3 Hours. 
ANSC 460  The Secret Life of Animals: How Technology Can Help You Observe It and Take Action  credit: 3 Hours. 
ANSC 464  Physiology of Animal Stress & Disease  credit: 3 Hours. 
ANSC 467  Applied Animal Ecology  credit: 3 Hours. 
ANSC 470  Companion Animal Cruelty Investigations  credit: 2 Hours. 
ANSC 471  ANSC Leaders & Entrepreneurs  credit: 3 Hours. 
ANSC 480  Introduction to Coding and Precision Management  credit: 3 Hours. 
ANSC 498  Integrating Animal Sciences  credit: 2 Hours. 
ANSC 499  Seminar  credit: 1 to 4 Hours. 
ANSC 500  Feeds in Dairy Nutrition and Diet Formulation  credit: 4 Hours. 
ANSC 501  Nutritional Impact on Cow Health and Disorders  credit: 4 Hours. 
ANSC 502  What is Milk and Milk Quality  credit: 4 Hours. 
ANSC 509  Muscle Biology  credit: 2 Hours. 
ANSC 520  Protein and Energy Nutrition  credit: 3 Hours. 
ANSC 521  Regulation of Metabolism  credit: 4 Hours. 
ANSC 522  Advanced Ruminant Nutrition  credit: 3 Hours. 
ANSC 523  Techniques in Animal Nutrition  credit: 3 Hours. 
ANSC 524  Nonruminant Nutrition Concepts  credit: 2 Hours. 
ANSC 525  Topics in Nutrition Research  credit: 1 to 3 Hours. 
ANSC 526  Adv Companion Animal Nutrition  credit: 3 Hours. 
ANSC 533  Repro Physiology Lab Methods  credit: 1 to 3 Hours. 
ANSC 541  Regression Analysis  credit: 4 Hours. 
ANSC 542  Applied Bioinformatics  credit: 4 Hours. 
ANSC 543  Bioinformatics  credit: 4 Hours. 
ANSC 545  Statistical Genomics  credit: 3 or 4 Hours. 
ANSC 580  Artificial Intelligence and Computer Vision for Precision Management  credit: 3 Hours. 
ANSC 590  Animal Sciences Seminar  credit: 0 to 2 Hours. 
ANSC 591  Grad Bioinformatics Seminar  credit: 0 to 2 Hours. 
ANSC 592  Adv Topics in Animal Science  credit: 1 to 4 Hours. 
ANSC 593  Res Studies in Animal Sciences  credit: 1 to 8 Hours. 
ANSC 599  Thesis Research  credit: 0 to 16 Hours. 
ANTH 101  Introduction to Anthropology  credit: 3 Hours. 
ANTH 102  Human Origins and Culture  credit: 3 Hours. 
ANTH 103  Anthro in a Changing World  credit: 3 Hours. 
ANTH 104  Talking Culture  credit: 3 Hours. 
ANTH 105  World Archaeology  credit: 3 Hours. 
ANTH 106  Hist Arch Americas  credit: 3 Hours. 
ANTH 108  Religion & Society in West I  credit: 3 Hours. 
ANTH 109  Religion & Society in West II  credit: 3 Hours. 
ANTH 110  Humanizing Science  credit: 3 Hours. 
ANTH 126  Humans and Animals - Food or Friend?  credit: 3 Hours. 
ANTH 130  History of South Asia  credit: 3 Hours. 
ANTH 143  Biology of Human Behavior  credit: 3 Hours. 
ANTH 157  The Archaeology of Illinois  credit: 3 Hours. 
ANTH 160  Race and Contemporary Social Issues  credit: 3 Hours. 
ANTH 165  Lang & Culture Native North Am  credit: 3 Hours. 
ANTH 175  Archaeology and Pop Culture  credit: 3 Hours. 
ANTH 180  The Archaeology of Death  credit: 3 Hours. 
ANTH 182  Latin American Cultures  credit: 4 Hours. 
ANTH 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
"ANTH 209  Food, Culture, and Society  credit: 3 Hours. "
ANTH 210  Families in Global Perspective  credit: 3 Hours. 
ANTH 220  Introduction to Archaeology  credit: 3 Hours. 
ANTH 221  Archaeology of South Asia  credit: 3 Hours. 
ANTH 222  Introduction to Modern Africa  credit: 3 Hours. 
